â,aː,,,false
e,iː,,,false
o,uː,,,false
ngng,ŋː,,,false
K,χ,,,false
ng,ŋ,,,false
g,ɣ,,,false
dj,j,,,false
tj,j,,,false
jj,j,,,false
bv,fː,,,
gv,fː,,,
l,ɬ,"t,d",,
